text	tags
5	I-location
,	O
to	O
serve	O
in	O
a	O
vibrant	O
 	O
and	O
friendly	O
workplace	O
alongside	O
 	O
the	O
pioneer	O
 	O
in	O
 	O
more	O
than	O
200	O
employees	O
.	O

REMUNERATION	O
ASSISTANT	B-seniority
 	O
Key	O
Responsibilities	O
 	O

â¢	O
Excellent	O
communication	B-res_skill
skills	I-res_skill
with	O
all	O
levels	O
of	O
the	O
Company	O

â¢	O
Documentation	O
skills	O
and	O
computer	B-res_skill
literacy	I-res_skill
.	O

If	O
this	O
sounds	O
like	O
right	O
place	O
ad	O
position	O
for	O
you	O
,	O
please	O
send	O
your	O
recent	O
 	O
resume	O
with	O
the	O
details	O
of	O
two	O
non	O
-	O
related	O
referees	O
within	O
7	O
days	O
of	O
this	O
 	O
advertisement	O
quoting	O
the	O
position	O
applied	O
to	O
:	O
careers@kapruka.com	O
 	O
Contact	O
:	O

BE	O
A	O
PART	O
OF	O
AN	O
 	O
EXTRAORDINARY	O
 	O

Senior	B-seniority
Executive	B-title
â	O
Compensation	O
&	O
Benefits	O
 	O
JOB	O
ROLE	O
:	O
 	O
Submit	O
accurate	O
payroll	O
inputs	O
to	O
the	O
required	O
stakeholders	O
to	O
process	O
payroll	O
on	O
a	O
monthly	O
basis	O
.	O

QUALIFICATIONS	O
&	O
EXPERIENCE	O
:	O
 	O
Candidate	O
should	O
hold	O
a	O
graduate	O
degree	B-edu_level
preferably	O
specialization	O
in	O
HR	O
from	O
recognized	O
university	O
or	O
 	O
a	O
Professional	B-qualification
Qualification	I-qualification
in	O
HRM	O
.	O

Minimum	O
5	B-no_years
years	I-no_years
of	O
hands	O
on	O
experience	O
in	O
Payroll	O
processing	O
as	O
an	O
Associate	O
or	O
Executive	O
level	O
.	O

Must	O
be	O
competent	O
in	O
Microsoft	B-res_skill
Office	I-res_skill
Packages	O
.	O

(	O
MS	O
Word	B-res_skill
,	O
Excel	B-res_skill
,	O
Power	B-res_skill
Point	I-res_skill
)	I-res_skill
 	O
Effective	O
interpersonal	B-res_skill
communicational	B-res_skill
skills	I-res_skill
being	O
highly	O
collaborative	O
with	O
the	O
ability	O
to	O
work	O
 	O
effectively	O
across	O
company	O
.	O

Good	O
Analytical	B-res_skill
&	O
presentation	B-res_skill
skill	I-res_skill
.	O

TAKING	O
 	O
SRI	O
LANKA	O
 	O

tal	O
sectors	O
of	O
the	O
Sri	O
Lankan	O
 	O
BUSINESS	O
ANALYST	B-title
-	O
 	O
STRATEGY	O
 	O

Certified	O
 	O
MAY	O
2020	O
â	O

Head	O
of	O
Human	O
Resources	O
 	O
SUNSHINE	B-company

A	O
BELIEF	O
IN	O
 	O
OUR	O
 	O
TEAM	O
 	O
FAMILY	O
 	O
100	O
%	O
 	O
QUALITY	O
 	O

A	O
degree	B-edu_level
or	O
professional	B-qualification
qualification	I-qualification
in	O
the	O
area	O
 	O
of	O
Finance	B-specialization
or	O
Marketing	B-specialization
are	O
encouraged	O
to	O
 	O
apply	O
.	O

Managing	O
Director	O
 	O

No:57	B-post_number
,	O
Colombo	O
Road	O
,	O
Kandana	B-location
.	O

KPMG	B-company
 	O
SENIOR	B-seniority
SALES	O
EXECUTIVE	B-title
 	O

Iopio	O
 	O
Job	O
Description	O
:	O
 	O

While	O
ensuring	O
a	O
high	O
level	O
of	O
confidentiality	O
,	O
only	O
short	O
-	O
listed	O
candidates	O
will	O
be	O
notified	O
 	O

We	O
are	O
looking	O
for	O
high	O
-	O
Caliber	O
 	O
candidate	O
to	O
fill	O
the	O
following	O
position	O
at	O
our	O
Factory	O
in	O
 	O
Badalgama	B-location
.	O

WE'LL	O
GET	O

This	O
position	O
requires	O
a	O
self	O
motivated	O
independent	O
person	O
above	O
30	B-no_years
years	I-no_years
of	O
age	O
with	O
 	O
the	O
ability	O
to	O
work	O
with	O
minimum	O
supervision	O
.	O

Qualification	O
&	O
Experience	O
 	O
Professional	B-qualification
Qualification	I-qualification
in	O
Mechanical	B-specialization
/	O
Electrical	B-specialization
Engineering	I-specialization
.	O

Backed	O
by	O
a	O
minimum	O
of	O
 	O
around	O
2	B-no_years
years	I-no_years
of	O
hands	O
on	O
experience	O
in	O
similar	O
capacity	O
.	O

Skill	O
in	O
Auto	O
CAD	B-res_skill
drawing	O
is	O
a	O
essential	O
.	O

Human	O
Resource	O
Manager	O
 	O
Global	B-company
Rubber	I-company
Industries	I-company
(	I-company
Pvt	I-company
)	I-company
Ltd	I-company
 	O

DATA	O
ENTRY	O
OPERATOR	B-title
 	O

à¤°	O
 	O

+	O
Good	O
Computer	B-res_skill
literacy	I-res_skill

+	O
Good	O
typing	B-qualification
skills	I-qualification

+	O
Diploma	B-edu_level
or	O
NVQ	B-edu_level
in	O
IT	B-specialization
will	O
be	O
an	O
added	O
advantage	O
.	O

Please	O
send	O
your	O
CV	O
via	O

Naturehla	O
 	O
VACANCIES	O
 	O
Administration	O
Assistant	B-seniority
 	O

We	O
provide	O
Sri	O
Lankan	O
consumers	O
with	O
innovative	O
high	O
-	O
quality	O
products	O
that	O
 	O
give	O
them	O
the	O
confidence	O
to	O
look	O
and	O
feel	O
their	O
best	O
,	O
through	O
our	O
state	O
-	O
of	O
-	O
the	O
-	O
art	O
 	O
factory	O
which	O
is	O
based	O
at	O
the	O
BOI	O
approved	O
Export	O
Processing	O
Zone	O
in	O
Horana	B-location
.	O

Personal	O
Profile	O
 	O

Applicant	O
should	O
live	O
within	O
a	O
radius	O
of	O
15kms	O
from	O
Horana	B-location

â¢	O
Minimum	O
2	B-no_years
years	I-no_years
'	O
experience	O
in	O
a	O
similar	O
category	O

â¢	O
Excellent	O
computer	B-res_skill
literacy	I-res_skill
.	O

MÃGA	O
 	O

Manager	O
Human	O
Resources	O
 	O

formal	O
teamwork	O
 	O
manage	O
 	O
SUCcessful	O
meetings	O
 	O

lucytech	O
 	O
Coordinator	B-title
,	O
Recruiter	B-title
and	O
Personal	O
Assistant	B-seniority
to	O
CEO	O
 	O
Lucytech	O
is	O
a	O
fast	O
-	O
growing	O
IT	O
-	O
based	O
start	O
-	O
up	O
headquartered	O
in	O
Colombo	B-location
,	O
offering	O
remote	O
software	O
 	O
engineers	O
to	O
European	O
clients	O
.	O

Who	O
you	O
are	O
 	O
Fluent	O
in	O
English	B-res_skill
and	O
good	O
in	O
written	O
communication	B-res_skill
 	O
Love	O
to	O
keep	O
things	O
organized	O
and	O
structured	O
 	O
High	O
attention	O
to	O
detail	O
 	O
Proactive	O
problem	O
solver	O
with	O
a	O
few	O
years	O

Lucytech	B-company
Private	I-company
Limited	I-company

Female	B-gender
 	O
WE	O
ARE	O
HIRING	O
!	O

RECEPTIONIST	B-title
 	O
We	O
,	O

Job	O
Responsibilities	O
:	O
 	O

Flying	B-company
Elephant	I-company
 	I-company
Training	I-company
 	I-company
Consultancy	I-company
 	O
3P	O
Human	O
Power	O
Solutions	O
 	O

Career	O
Opportunity	O
 	O
Access	O
 	O

ENGINEERING	O
 	O
Coordinating	O
Officer	B-title
 	O

Please	O
e	O
-	O
mail	O
or	O
post	O
your	O
CV	O
stating	O
the	O
names	O
of	O
2	O
non	O
-	O
related	O
referees	O
within	O
7	O
days	O
to	O
:	O
 	O
Manager	O
Human	O
Resources	O
â	O
PMD	O
II	O
 	O
Access	B-company
Engineering	I-company
PLC	I-company
 	O
"	O
Access	O
Tower	O
"	O
,	O
 	O
278	B-post_number
,	O
Union	O
Place	O
,	O
 	O
Colombo	B-location
â	I-location
2	I-location
 	O

VACANCY	O
 	O
CERTIS	B-company
LANKA	I-company
HOME	I-company
NURSING	I-company
&	I-company
SWIFT	I-company
CARE	I-company

OPERATIONS	O
 	O
OFFICER	B-title
 	O

(	O
A	B-edu_level
/	I-edu_level
L	I-edu_level
)	O
and	O
should	O
have	O
a	O
sound	O
 	O
knowledge	O
in	O
Microsoft	B-res_skill
Office	I-res_skill
Packages	O
.	O

Preference	O
will	O
be	O
given	O
to	O
candidates	O
who	O
 	O
reside	O
in	O
Negombo	B-location
and	O
Ekala	B-location
areas	O
.	O

Please	O
forward	O
your	O
curriculum	O
vitae	O
indicating	O
the	O
post	O
applied	O
for	O
and	O
contact	O
 	O
details	O
with	O
the	O
names	O
and	O
addresses	O
of	O
two	O
non	O
-	O
related	O
referees	O
within	O
7	O
days	O
of	O
 	O
this	O
advertisement	O
by	O
e	O
-	O
mail	O
to	O
hnschr@certislanka.com	O
or	O
by	O
mail	O
to	O
:	O
 	O
GROUP	O
DIRECTOR	O
-	O
HR	O
&	O
TRAINING	O
 	O
Certis	O
Lanka	O
Group	O
,	O
 	O
certis	O
 	O
lanka	O
 	O

JOIN	O

Receptionist	B-title
/	O
 	O
Customer	O
 	O

*	O
Age	O
below	O
30	B-no_years
yrs	I-no_years

*	O
3	O
-	O
4	B-no_years
yrs	I-no_years
experience	O
in	O
customer	O
relations	O
&	O
tele	O
-	O
marketing	O
,	O
preferably	O
in	O
a	O
similar	O
 	O
position	O

*	O
Excellent	O
communication	B-res_skill
&	O
presentation	B-res_skill
skills	I-res_skill
and	O
fluency	O
in	O
English	B-res_skill
&	O
Sinhala	B-res_skill
 	O
languages	O
.	O

submit	O
a	O
comprehensive	O
CV	O
with	O
contact	O
details	O
,	O
2	O
non	O
-	O
related	O
referees	O
and	O
a	O
recent	O
photograph	O
within	O
7	O
days	O
to	O
;	O
 	O
Director	O
/	O
CEO	O
,	O
 	O
Asian	B-company
Institute	I-company
of	I-company
Business	I-company
&	I-company
Science	I-company

A	O
male	B-gender
candidate	O
is	O
preferred	O
.	O

POST	O
OF	O
RECEPTIONIST	B-title
CUM	O
SALES	O
CORDONATOR	B-title
 	O

Social	O
Media	O
Officer	B-title
 	O
Applicants	O
in	O
/	O
around	O
Panadura	O
Preffered	O
 	O
Qualifications	O
:	O
 	O

Skill	O
in	O
working	O
with	O
Photoshop	B-res_skill
,	O
Ilustrator	B-res_skill
and	O
 	O
CorelDraw	B-res_skill
Software	O
packages	O
.	O
 	O

BOX	B-post_number
1913	I-post_number
 	O

OFFICE	O
ASSISTANT	B-seniority
 	O

Sorts	O
and	O
distributes	O
incoming	O
mail	O
 	O
Types	O
correspondence	O
,	O
meeting	O
notes	O
,	O
and	O
forms	O
among	O
other	O
documents	O
 	O
Photocopies	O
,	O
scans	O
,	O
and	O
files	O
appropriate	O
documents	O
 	O

P	O
Pioneer	B-company
Tea	I-company
 	I-company
Exports	I-company
(	I-company
Pvt)Ltd	I-company
.	O

Clarion	B-company
International	I-company
ltd	I-company
 	O
Clarionenergy	O
 	O

ADMIN	O
EXECUTIVE	B-title
 	O

REQUIREMENTS	O
 	O

Computer	O
skills	O
:	O
EXCEL	B-res_skill
&	O
WORD	B-res_skill
.	O
 	O

A	I-edu_level
level	I-edu_level
pass	O
/	O

No	B-post_number
.	I-post_number
240	I-post_number
,	O
Rajagiriya	O
Rd	O
,	O
Rajagiriya	B-location
 	O
Energy	O
solutions	O
to	O
over	O
1300	O
leading	O
companies	O
 	O

Data	O
Entry	O
Operator	B-title
 	O

Minimum	O
1	B-no_years
years	I-no_years
working	O
experience	O
in	O
above	O
job	O
will	O
be	O
an	O
added	O
 	O
advantage	O

Excellent	O
communication	B-res_skill
organizational	O
and	O
leadership	B-res_skill
skill	I-res_skill
.	O

Minimum	O
educational	O
qualification	O
A	B-edu_level
/	I-edu_level
L	I-edu_level
in	O
any	O
system	O
.	O

A	O
Good	O
knowledge	O
in	O
IT	B-specialization
with	O
proven	O
experience	O
of	O
assign	O
MS	B-res_skill
office	I-res_skill
 	O
packages	O
and	O
internet	O
.	O

Should	O
be	O
a	O
permanent	O
resident	O
around	O
Gampaha	B-location
or	O
Ganemulla	B-location
 	O

hr@medichemy.com	O
 	O
332264260	O
 	O
MEDICHEMY	B-company
 	I-company
Pharmaceuticals	I-company
MFG	I-company

Top	O
Urgent	O
(	O
Colombo	B-location
)	O
 	O

Should	O
Have	O
Working	O
Experience	O

Company	O
Name-	O

Vacancy	O
for	O
a	O
Female	B-gender
Accounts	O
Executive	B-title
 	O
Vacancy	O
exists	O
in	O
a	O
BPO	O
situated	O
in	O
Wattala	B-location
for	O
a	O
Female	B-gender
Assistant	B-seniority
 	O
Accountant	B-title
/	O
Accounts	O
Executive	O
.	O

The	O
ideal	O
candidates	O
will	O
require	O
to	O
have	O
the	O
following	O
-	O
 	O
A	O
good	O
understanding	O
of	O
English	B-res_skill
both	O
written	O
and	O
spoken	O
 	O
3	B-no_years
years	I-no_years
'	O
experience	O
in	O
a	O
BPO	O
working	O
with	O
Australian	O
clients	O
 	O
Experience	O
in	O
XERO	O
 	O

Coordinator	B-title
 	O

We	O
seek	O
a	O
dynamic	O
,	O
self	O
-	O
motivated	O
and	O
dedicated	O
individual	O
for	O
the	O
 	O
above	O
vacancy	O
at	O
our	O
Head	O
Office	O
in	O
Kadawata	B-location
.	O

Part	O
qualification	O
in	O
a	O
recognized	O
accounting	O
body	O
 	O
3	B-no_years
years	I-no_years
experience	O
and	O
familiar	O
with	O
Administrative	O
/	O
HR	O
/	O
Export	O
 	O
Documentation	O
 	O
Ability	O
to	O
meet	O
deadlines	O
and	O
work	O
under	O
minimum	O
supervision	O
.	O

Pleasant	O
personality	O
with	O
good	O
communication	B-res_skill
and	O
computer	B-res_skill
skills	I-res_skill
 	O
Applicants	O
residing	O
in	O
close	O
proximity	O
to	O
Kadawata	O
are	O
preferred	O
 	O
Age	O
between	O
25	O
â	O
45	B-no_years
 	O
Salary	O
 	O

Management	O
Assistant	B-seniority
-	O
Corporate	O
secretarial	O
 	O
Division	O
 	O

Excellent	O
communication	B-res_skill
skills	I-res_skill
in	O
English	B-res_skill

â¢	O
Familiarity	O
with	O
MS	B-res_skill
office	I-res_skill
&	O
E	O
mails	O
.	O

Preferable	O
,	O
candidates	O
who	O
have	O
Law	B-specialization
/	O
Accounting	B-specialization
background	O
.	O

hSenidBiz	B-company
 	O

However	O
from	O
time	O
to	O
time	O
you	O
may	O
be	O
expected	O
to	O
undertake	O
 	O
tasks	O
outside	O
of	O
the	O
job	O
description	O
and	O
to	O
use	O
your	O
own	O
initiative	O
to	O
develop	O
the	O
role	O
 	O
DUTIES	O
&	O
RESPONSIBILITIES	O
 	O
Attend	O
to	O
all	O
incoming	O
&	O
outgoing	O
calls	O
and	O
faxes	O
 	O
Attend	O
to	O
walk	O
in	O
guests	O
 	O
Coordination	O
of	O
transport	O
requests	O
&	O
handle	O
vehicle	O
bookings	O
 	O
Preparation	O
of	O
monthly	O
transport	O
summary	O
reports	O
 	O
QUALIFICATIONS	O
&	O
EXPERIENCE	O
 	O
Passed	O

WILLPOWER	B-company
 	I-company
GROUP	I-company
(	I-company
PRIVATE	I-company
)	I-company
LIMITED	I-company
 	O
B9	O
â	O
SP	O
,	O
Y.M.B.A.	O

Building	O
,	O
70	B-post_number
,	O
D.S.	O

Senanayake	O
Mawatha	O
,	O
Colombo	B-location
8	I-location
,	O
Sri	O
Lanka	O
.	O

Tel	O
:	O
(	O
11	O
)	O
4610969	O
,	O
(	O
11	O
)	O
4613350	O
,	O
(	O
11	O
)	O

Should	O
be	O
able	O
to	O
handler	O
correspondences	O
independently	O
 	O
â¢	O
Thorough	O
in	O
Computer	B-res_skill
Literacy	I-res_skill
with	O
experience	O
in	O
office	B-res_skill
package	O

â¢	O
Age	O
below	O
30	B-no_years

IMMEDIATE	O
VACANCY	O
 	O
ADMINISTRATIVE	O
SECRETARY	B-title
 	O

EXPORT	O
MANAGER	B-title
 	O
Required	O
to	O
handle	O
international	O
 	O
communication	O
with	O
Maldives	O
 	O
Dee	B-company
Pee	I-company
Ex	I-company
International	I-company
(	I-company
Pvt	I-company
)	I-company
Ltd.	I-company
,	O
is	O
hiring	O
 	O
willing	O
and	O
determined	O
individuals	O
to	O
handle	O
 	O
export	O
services	O
with	O
Maldives	B-location
.	O

Requirements	O
:	O
 	O

VACANCIES	O
 	O
Operational	O
Executive	B-title
 	O

Applicant	O
should	O
be	O
 	O
Age	O
between	O
25	O
-	O
40	B-no_years
Pleasant	O
and	O
 	O
attractive	O
female	O
candidate	O
 	O
More	O
than	O
two	B-no_years
years	I-no_years
of	O
experience	O
in	O
 	O
similar	O
capacity	O
.	O

Good	O
PR	O
and	O
communication	B-res_skill
skills	I-res_skill
in	O
 	O
English	B-res_skill
,	O
Tamil	B-res_skill
is	O
preferred	O
.	O

Compiler	B-res_skill
literacy	I-res_skill
with	O
thorough	O
 	O
knowledge	O
on	O
MS	B-res_skill
office	I-res_skill
.	O

Close	O
proximity	O
to	O
Battaramulla	B-location
.	O

Please	O
forward	O
your	O
resume	O
within	O
10	O
days	O
 	O
to	O
info@pcvc.lk	O
or	O
 	O
Prathap	B-company
Chartered	I-company
Valuation	I-company
&	I-company
 	I-company
Consultancy	I-company

No	B-post_number
.	I-post_number
29	I-post_number
,	O
Rajamalwatta	O
Road	O
,	O
Battaramulla	B-location
.	O

Coordinators	O
 	O

You	O
must	O
have	O
a	O
degree	B-res_skill
or	O
equivalent	O
and	O
English	B-res_skill
fluency	O
 	O
in	O
speaking	O
and	O
writing	O
.	O

SCIENTIFIC	O
 	O
INSTRUMENTS	O
 	O
Administrative	O
Assistant	B-seniority
 	O

A	O
Female	B-gender
Candidate	O
.	O

Education	O
qualification	O
on	O
Management	B-specialization
/Accounting	O
&	O
Finance	B-specialization
/	O
Science	B-specialization
 	O
or	O
Relevant	O
.	O

English	B-res_skill
proficiency	O
;	O
Oral	O
and	O
written	O
.	O

Computer	B-res_skill
literacy	I-res_skill
.	O

Scientific	B-company
Instruments	I-company

The	O
interior	O
DÃ©cor	O
arm	O
of	O
Delmege	B-company
Lifestyle	I-company
Cluster	O
provides	O
Architects	O
,	O
Interior	O
Designers	O
and	O
House	O
Builders	O
 	O
with	O
a	O
wide	O
range	O
of	O
world	O
acclaimed	O
building	O
products	O
comprising	O
of	O
carpets	O
,	O
vinyl	O
,	O
laminate	O
/	O
bamboo	O
 	O
flooring	O
,	O
ceilings	O
,	O
cladding	O
,	O
office	O
furniture	O
etc	O
.	O

Quantity	O
Surveyor	B-title
 	O

Minimum	O
5	B-no_years
years	I-no_years
'	O
of	O
experience	O
in	O
Interior	O
field	O
 	O
Hands	O
on	O
experience	O
in	O
Auto	O
CAD/	O
Ability	O
to	O
Read	O
Drawings	O
.	O

Please	O
send	O
your	O
CV	O
with	O
the	O
names	O
and	O
addresses	O
of	O
two	O
non	O
-	O
related	O
referees	O
to	O
careers@delmege.com	O
with	O
 	O
the	O
post	O
applied	O
marked	O
clearly	O
in	O
the	O
subject	O
line	O
to	O
reach	O
us	O
within	O
10	O
days	O
of	O
this	O
advertisement	O
 	O
Head	O
of	O
Group	O
Human	O
Resources	O
and	O
Administration	O
,	O
 	O
DELMEGE	O
 	O
Delmege	B-company
Forsyth	I-company
&	I-company
Company	I-company
Ltd	I-company
,	O
 	O
101	O
,	O
Vinayalankara	O
Mw	O
,	O
Colombo	O
10	O
.	O

Join	O
hands	O
to	O
shape	O
the	O
future	O
 	O

MÃGA	O
 	O

Manager	O
Human	O
Resources	O
 	O

Join	O
hands	O
to	O
shape	O
the	O
future	O
 	O

ÐAGA	O
 	O

Manager	O
Human	O
Resources	O
 	O

PROPERTY	O
MANAGER	B-title
 	O

Minimum	O
5	B-no_years
years	I-no_years
'	O
experience	O
in	O
condominium	O
or	O
 	O
residential	O
property	O
management	O
.	O

Realty	B-company
Management	I-company
Services	I-company
(	I-company
Pvt	I-company
)	I-company
Ltd.	I-company
,	O
is	O
a	O
 	O
subsidiary	O
of	O
Overseas	O
Realty	O
(	O
Ceylon	O
)	O
PLC	O
 	O
(	O
ORCL	O
)	O
,	O
a	O
premier	O
property	O
development	O
and	O
 	O
2	O
.	O

Communication	B-res_skill
Skills	I-res_skill
in	O
English	B-res_skill
is	O
essential	O
and	O
 	O
good	O
working	O
knowledge	O
in	O
MS	B-res_skill
Office	I-res_skill
packages	O
.	O
 	O

Age	O
preferred	O
below	O
55	B-no_years
years	I-no_years
.	O
 	O

Manager	O
Human	O
Resources	O
 	O
Realty	B-company
Management	I-company
Services	I-company
(	I-company
Pvt	I-company
)	I-company
Ltd	I-company

#	B-post_number
18	I-post_number
,	O
East	O
Tower	O
,	O
World	O
Trade	O
Center	O
,	O
 	O
Colombo	B-location
1	I-location
.	O

ASSISTANT	B-seniority
PROJECT	O
MANAGER	B-title
 	O
â¢	O
NDT	B-qualification
or	O
NCT	B-qualification

â¢	O
5	O
-	O
8	B-no_years
years	I-no_years
'	O
experience	O
in	O
a	O
similar	O
capacity	O
.	O

Excellent	O
negotiation	O
skills	O
&	O
peoples	O
management	B-res_skill
skills	I-res_skill
.	O

Quantity	O
Surveyor	B-title
 	O
Quantity	B-specialization
Surveying	I-specialization
Degree	B-edu_level
/	O
Diploma	B-edu_level
or	O
equivalent	O
qualification	O
from	O
 	O
recognized	O
institutions	O
.	O

Minimum	O
5	B-no_years
years	I-no_years
post	O
qualified	O
experience	O
in	O
construction	O
projects	O
.	O

Send	O
your	O
CV	O
to	O
careers.trillium@gmail.com	O
 	O

Career	O
Opportunity	O
 	O
Access	O
 	O

ENGINEERING	B-title
 	O
Plant	O
Operator	O
 	O

Please	O
e	O
-	O
mail	O
or	O
post	O
your	O
CV	O
stating	O
the	O
names	O
of	O
2	O
non	O
-	O
related	O
referees	O
within	O
7	O
days	O
to	O
:	O
 	O
Manager	O
Human	O
Resources	O
â	O
PMD	O
II	O
 	O
Access	B-company
Engineering	I-company
PLC	I-company
 	O
"	O
Access	O
Tower	O
"	O
,	O
 	O
278	B-post_number
,	O
Union	O
Place	O
,	O
 	O
Colombo	B-location
â	I-location
2	I-location
 	O

Sichuan	B-company
Licheng	I-company
 	I-company
Construction	I-company
Engineering	I-company
Company	I-company
 	O
Wanted	O
:	O

IMMEDIATE	O
VACANCIES	O
 	O
ICU	O
/	O
HDU	O
NURSE	B-title
 	O

TAK	O
 	O
DESIGN	O
STUDIOS	O
 	O

You	O
should	O
also	O
have	O
experience	O
in	O
Autocad	B-res_skill
,	O
 	O
Flair	O
for	O
details	O
,	O
Sketchup	O
and	O
Photoshop	B-res_skill
and	O
 	O
the	O
ability	O
to	O
hand	O
-	O
sketch	O
will	O
be	O
an	O
 	O
added	O
advantage	O
.	O

VACANCY	O
 	O
Business	B-company
Promoters	I-company
&	I-company
Partners	I-company
Engineering	I-company
(	I-company
Pvt	I-company
)	I-company
Ltd	I-company
,	O
is	O
 	O
involved	O
in	O
infrastructure	O
development	O
,	O
partnering	O
with	O
 	O
prestigious	O
organizations	O
.	O

We	O
are	O
seeking	O
for	O
a	O
results	O
oriented	O
,	O
dynamic	O
 	O
professional	O
for	O
the	O
following	O
positions	O
;	O
to	O
be	O
stationed	O
in	O
 	O
the	O
Head	O
Office	O
,	O
Boralesgamuwa	B-location
.	O

PRIVATE	O
LIMITED	O
 	O
for	O
entrepreneurs	O
 	O
DRAUGHTSMAN	B-title
 	O
Qualifications	O
&	O
Experience	O
:	O
 	O
Specialized	O
Qualification	O
in	O
Draughtsmanship	O
from	O
a	O
recognized	O
Institute	O
 	O
with	O
minimum	O
2	B-no_years
years	I-no_years
'	O
experience	O
.	O

Age	O
below	O
26	B-no_years
years	I-no_years
.	O

Application	O
with	O
two	O
non	O
-	O
related	O
referees	O
should	O
be	O
forwarded	O
to	O
reach	O
us	O
for	O
 	O
immediate	O
employment	O
;	O
 	O
Manager	O
â	O
Human	O
Resources	O
 	O
Business	B-company
Promoters	I-company
and	I-company
Partners	I-company
Engineering	I-company

REINFORCEMENT	O
DETAILER	B-title
/	O
SCHEDULER	B-title
 	O

INTERIORS	O

We	O
are	O
looking	O
for	O
a	O
dedicated	O
,	O
energetic	O
,	O
self-	O
 	O
motivated	O
personal	O
to	O
suit	O
our	O
requirements	O
and	O
to	O
grow	O
with	O
our	O
company	O
for	O
the	O
following	O
vacancy	O
:	O
 	O
Job	O
Role	O
 	O

Contact	O
us	O
on	O
11	O
243	O
9293	O
 	O

ÐÐ MG	O
 	O
ERP/	O
Application	O
Consultants	B-title
,	O
 	O
Business	O
Analyst	B-title
,	O
QA	O
Engineers	B-title
 	O
and	O
Project	O
Managers	O
 	O

KPMG	B-company
Technology	I-company
Solutions	I-company
(	I-company
Pvt	I-company
)	I-company
Ltd	I-company
is	O
the	O
Information	O
Technology	O
arm	O
of	O
KPMG	O
Sri	O
Lanka	O
.	O

Presently	O
we	O
are	O
in	O
search	O
of	O
candidates	O
for	O
:	O

Excellent	O
documentation	O
,	O
reporting	O
and	O
presentation	B-res_skill
skills	I-res_skill
in	O
both	O
a	O
virtual	O
and	O
in	O
person	O
mode	O
.	O

Well	O
-	O
developed	O
analytical	B-res_skill
skills	I-res_skill
and	O
the	O
ability	O
to	O
provide	O
clarity	O
to	O
complex	O
issues	O
,	O
and	O
synthesize	O
large	O
amounts	O
 	O
of	O
information	O
.	O

Excellent	O
interpersonal	B-res_skill
,	O
team	O
building	O
,	O
organizational	B-res_skill
and	O
motivational	B-res_skill
skills	I-res_skill
.	O

Excellent	O
organizational	O
and	O
multitasking	B-res_skill
skills	I-res_skill
with	O
ability	O
to	O
balance	O
competing	O
priorities	O
.	O

Qualifications	O
 	O
Graduate	O
from	O
a	O
recognized	O
university	O
with	O
a	O
degree	B-edu_level
in	O
IT	B-specialization
,	O
Business	B-specialization
Administration	B-specialization
,	O
Finance	B-specialization
or	O
Science	B-specialization
 	O
Full	O
or	O
part	O
qualification	O
in	O
ICA	B-qualification
,	O
CIMA	B-qualification
,	O
CMA	B-qualification
or	O
related	O
areas	O
will	O
have	O
a	O
distinct	O
advantage	O
 	O
Preference	O
will	O
be	O
given	O
for	O
domain	O
experience	O
such	O
as	O
Banking	O
,	O
Finance	O
&	O
Telecommunication	O
.	O

Oracle	B-res_skill
/	O
SAP	B-res_skill
/	O
MS	B-res_skill
Dynamics	O
certifications	O
a	O
plus	O
 	O
Experience	O
 	O
Minimum	O
1year	B-no_years
experience	O
in	O
the	O
relevant	O
field	O
.	O

Business	O
Analyst	B-title
 	O
Responsibilities	O
&	O
Skills	O
 	O
Ability	O
to	O
understand	O
and	O
prepare	O
comprehensive	O
documentation	O
of	O
business	O
process	O
/	O
requirements	O
,	O
construct	O
 	O
workflow	O
charts	O
,	O
prototyping	O
and	O
diagrams	O
 	O
Rapid	O
learning	O
skills	O
,	O
ability	O
to	O
understand	O
different	O
domains	O
/	O
models	O
 	O
Familiar	O
with	O
agile	O
software	O
development	O
life	O
cycle	O
,	O
QA	O
methodologies	O
,	O
and	O
tools	O
 	O

KPMGTECHNOLOGY	B-company
SOLUTIONS	I-company
(	I-company
PVT	I-company
)	I-company
LTD	I-company
.	I-company

Join	O
Our	O
Team	O
 	O
We	O
,	O
Browns	B-company
Engineering	I-company
&	I-company
Construction	I-company
(	I-company
Pvt	I-company
)	I-company
Ltd	I-company
is	O
a	O
subsidiary	O
company	O
of	O
LOLC	O
Group	O
and	O
Browns	O
 	O
Group	O
.	O

Regional	O
Coordinator	B-title
â	O
FTTH	O
(	O
Home	O
Connection	O
)	O
 	O

Diploma	B-edu_level
holder	O
in	O
the	O
field	O
of	O
Telecommunications/	O
Electrical	B-specialization
Field	O
with	O
2	B-no_years
Years	I-no_years
work	O
 	O
Experience	O
in	O
the	O
same	O
field	O
.	O

Must	O
be	O
fluent	O
in	O
English	B-res_skill
.	O

Mention	O
the	O
position	O
applied	O
for	O
,	O
on	O
the	O
subject	O
